"Path","ProofsFound","Challenges","Ratio","KSize","PlotId","Errors"
"D:\Chia_Plots\Moccasin_Nightingale\plot-k32-2021-08-08-15-23-d2420746a5c12bcd2eb27f712317c526cd9d51b2b9078e80e6cd0fce14a8a4d6.plot","27","30","0.9","32","d2420746a5c12bcd2eb27f712317c526cd9d51b2b9078e80e6cd0fce14a8a4d6",""
